id,company_rating,company_location,total_fleet_count,iata_approved
12812,0.99,Croatia,32.0,false
48409,"",Estonia,60.0,true
47531,1.0,"",2.0,false
25147,0.99,Niger,48.0,false
47595,1.0,Nauru,4.0,false
48409,"",Estonia,60.0,true
6295,"",Niue,2.0,false
48133,"",Isle of Man,45.0,false
29019,1.0,"",1.0,false
28586,1.0,"",1.0,false
8091,0.97,Cuba,10.0,false
32319,0.7,"",1.0,true
30780,0.6,French Guiana,1.0,false
20688,1.0,Indonesia,1.0,true
8091,0.97,Cuba,10.0,false
8091,0.97,Cuba,10.0,false
5655,0.8,Zimbabwe,3.0,true
16644,0.67,"",2.0,true
18451,1.0,Svalbard & Jan Mayen Islands,1.0,false
11105,1.0,"",1.0,false
978,0.95,Lithuania,29.0,false
3045,1.0,Rwanda,2.0,false
7943,1.0,"",1.0,true
40027,"",Cape Verde,1.0,false
17445,1.0,Lebanon,1.0,false
5492,1.0,Gambia,1.0,true
28221,1.0,Jersey,1.0,false
20334,0.99,Niger,171.0,true
10711,0.93,Uganda,108.0,true
40793,1.0,"",75.0,true
34881,1.0,China,6.0,false
25147,0.99,Niger,48.0,false
35659,"","",1.0,false
19855,1.0,Kiribati,37.0,true
49689,1.0,Niger,6.0,false
34306,0.91,Wallis and Futuna,30.0,true
10520,"","",1.0,false
6882,1.0,"",1.0,true
11634,"",Rwanda,2.0,false
38564,"",Australia,4.0,false
27654,"","",1.0,false
19019,0.97,Nicaragua,1484.0,false
19019,0.97,Nicaragua,1484.0,false
19019,0.97,Nicaragua,1484.0,false
46833,0.9,Faroe Islands,1.0,false
14064,1.0,Australia,1.0,false
6339,"",Marshall Islands,1.0,false
39358,1.0,Kiribati,2.0,false
21791,"",Gambia,1.0,false
39041,0.9,"",1.0,false
48467,1.0,Guinea,1.0,false
226,1.0,Maldives,2.0,false
38685,1.0,Niue,2.0,false
21539,"",Sao Tome and Principe,1.0,true
45905,1.0,Sao Tome and Principe,3.0,true
38685,1.0,Niue,2.0,false
30923,"","",1.0,false
302,1.0,Tunisia,20.0,false
19019,0.97,Nicaragua,1484.0,false
39965,1.0,Tonga,3.0,true
35036,1.0,Anguilla,1.0,false
44169,0.97,Portugal,39.0,false
19214,1.0,Senegal,55.0,false
26230,"",France,3.0,false
13960,1.0,"",4.0,false
4330,0.94,Ukraine,60.0,true
27056,1.0,Kenya,4.0,false
29028,1.0,Chad,2.0,true
404,0.9,Uzbekistan,1.0,false
13411,"",Lebanon,2.0,true
5989,1.0,"",1.0,false
27,"",Faroe Islands,1.0,false
24798,"",United Kingdom,1.0,false
2168,1.0,Nicaragua,5.0,false
40303,1.0,Guinea,82.0,false
32214,0.0,Indonesia,1.0,false
32289,1.0,Isle of Man,1.0,false
42706,"",Russian Federation,1.0,false
48133,"",Isle of Man,45.0,false
2658,1.0,Pakistan,1.0,false
42609,1.0,Niue,1.0,true
2743,0.97,China,23.0,false
12546,1.0,Lebanon,1.0,false
38701,0.4,Niger,27.0,false
2151,1.0,Zimbabwe,1.0,true
22244,1.0,Finland,6.0,true
18484,1.0,Gambia,108.0,false
18876,0.6,Netherlands,26.0,false
3790,1.0,Netherlands,16.0,false
28786,1.0,"",2.0,true
48133,"",Isle of Man,45.0,false
20334,0.99,Niger,171.0,true
25687,1.0,Anguilla,17.0,false
48133,"",Isle of Man,45.0,false
20297,0.8,Montserrat,17.0,false
48409,"",Estonia,60.0,true
29647,1.0,Peru,1305.0,false
39063,1.0,Reunion,1.0,false
29647,1.0,Peru,1305.0,false
29647,1.0,Peru,1305.0,false
29647,1.0,Peru,1305.0,false
29647,1.0,Peru,1305.0,false
3879,1.0,Anguilla,6.0,false
40867,"",Malta,1.0,false
32981,1.0,"",1.0,false
22950,"",United Kingdom,2.0,true
40793,1.0,"",75.0,true
11548,"",Micronesia,1.0,false
35189,"",Lebanon,1.0,false
25687,1.0,Anguilla,17.0,false
27560,1.0,Malta,1.0,true
39934,1.0,"",1.0,false
14308,1.0,Anguilla,1.0,false
29681,0.83,Sao Tome and Principe,1.0,false
37917,1.0,Nauru,1.0,false
33704,"",Monaco,1.0,false
38701,0.4,Niger,27.0,false
6147,0.0,"",1.0,false
32311,1.0,Maldives,5.0,false
32311,1.0,Maldives,5.0,false
32311,1.0,Maldives,5.0,false
32311,1.0,Maldives,5.0,false
9363,0.95,Ukraine,50.0,false
32311,1.0,Maldives,5.0,false
28976,"",Saint Helena,3.0,false
35580,"",France,1.0,false
19905,0.97,Monaco,8.0,false
25298,1.0,Jersey,1.0,false
12163,"",Faroe Islands,1.0,false
29469,0.78,"",3.0,false
29469,0.78,"",3.0,false
29469,0.78,"",3.0,false
18660,1.0,"",1.0,false
49429,0.99,Bosnia and Herzegovina,49.0,false
4153,0.5,"",2.0,false
40127,"",Faroe Islands,2.0,true
33250,"","",1.0,false
3502,1.0,Niue,1.0,false
43496,1.0,Montserrat,18.0,true
18077,1.0,Sao Tome and Principe,139.0,false
29552,1.0,Jersey,1.0,false
46644,1.0,Finland,1.0,false
19359,"","",2.0,true
14619,1.0,"",1.0,false
7834,0.94,Mexico,13.0,false
12143,"",Faroe Islands,1.0,false
26587,1.0,"",2.0,false
26587,1.0,"",2.0,false
10883,1.0,Niger,8.0,true
12932,1.0,"",2.0,true
13553,0.93,Vietnam,5.0,false
24803,"","",1.0,true
13540,1.0,Uganda,2.0,false
38564,"",Australia,4.0,false
34634,"","",1.0,false
5240,"","",2.0,false
17508,"","",1.0,false
38564,"",Australia,4.0,false
38318,1.0,San Marino,1.0,false
38564,"",Australia,4.0,false
45267,"",Lebanon,2.0,false
28296,0.89,Maldives,3.0,true
42764,1.0,Guernsey,13.0,true
22754,1.0,Isle of Man,3.0,true
5179,"","",12.0,false
7296,1.0,Zimbabwe,2.0,true
13586,1.0,"",1.0,false
6711,1.0,Spain,3.0,false
19880,1.0,Greenland,1.0,false
24633,"",Chad,3.0,true
6984,1.0,Suriname,9.0,false
10718,1.0,Guinea,6.0,false
10576,1.0,Micronesia,2.0,false
37706,"",United Kingdom,1.0,false
44498,1.0,"",1.0,false
1577,1.0,Peru,8.0,true
10134,1.0,Uzbekistan,7.0,true
20334,0.99,Niger,171.0,true
17928,"",Malta,1.0,true
20334,0.99,Niger,171.0,true
20334,0.99,Niger,171.0,true
27443,1.0,Guinea,3.0,false
36882,0.9,"",25.0,false
28006,1.0,Anguilla,1.0,true
42197,1.0,"",1.0,true
16930,"",Nauru,14.0,false
49429,0.99,Bosnia and Herzegovina,49.0,false
29207,1.0,Guinea,1.0,false
5646,0.9,Tonga,1.0,true
28114,0.97,Bouvet Island (Bouvetoya),16.0,false
46261,1.0,Andorra,3.0,true
26034,1.0,"",1.0,false
37534,1.0,Croatia,1.0,false
34042,1.0,Marshall Islands,37.0,false
20488,1.0,Lithuania,1.0,false
43685,"",Kenya,1.0,false
34042,1.0,Marshall Islands,37.0,false
46766,1.0,Guinea,1.0,false
49429,0.99,Bosnia and Herzegovina,49.0,false
35868,0.96,Barbados,4.0,false
35640,1.0,Uganda,3.0,false
35599,0.5,Jersey,1.0,false
222,0.89,"",16.0,false
40910,1.0,France,2.0,false
37022,"","",1.0,false
29521,"",Gambia,4.0,true
33410,1.0,"",1.0,false
44625,1.0,Russian Federation,2.0,false
32681,1.0,"",1.0,true
32623,1.0,"",1.0,false
41211,"",Anguilla,1.0,false
12253,1.0,"",2.0,false
48133,"",Isle of Man,45.0,false
7551,"","",1.0,false
36204,"",Kenya,2.0,false
20669,"",Micronesia,1.0,false
5984,1.0,Marshall Islands,1.0,false
34306,0.91,Wallis and Futuna,30.0,true
12603,1.0,Brazil,2.0,false
36204,"",Kenya,2.0,false
29464,"",Bouvet Island (Bouvetoya),1.0,false
32203,1.0,Barbados,176.0,false
49429,0.99,Bosnia and Herzegovina,49.0,false
13137,1.0,"",1.0,false
35506,"","",1.0,false
49974,1.0,Reunion,1.0,false
49334,"","",1.0,false
29647,1.0,Peru,1305.0,false
43162,0.72,China,7.0,false
18488,1.0,Faroe Islands,1.0,true
22241,0.75,"",2.0,false
22241,0.75,"",2.0,false
2071,0.0,Anguilla,2.0,false
442,0.97,Poland,66.0,true
40361,1.0,Sao Tome and Principe,4.0,true
37652,1.0,Kiribati,3.0,true
21908,1.0,Niue,49.0,false
21908,1.0,Niue,49.0,false
45678,1.0,Bouvet Island (Bouvetoya),3.0,false
41124,1.0,Zimbabwe,3.0,true
40793,1.0,"",75.0,true
28828,1.0,Isle of Man,198.0,true
14286,"",Vanuatu,1.0,false
38207,1.0,Turks and Caicos Islands,2.0,true
46586,1.0,Bosnia and Herzegovina,12.0,false
40793,1.0,"",75.0,true
19214,1.0,Senegal,55.0,false
24634,1.0,Guinea,20.0,true
37652,1.0,Kiribati,3.0,true
10721,1.0,Gambia,1.0,true
25622,"",Nicaragua,1.0,false
41131,1.0,"",6.0,false
41131,1.0,"",6.0,false
41131,1.0,"",6.0,false
41131,1.0,"",6.0,false
41131,1.0,"",6.0,false
24994,"",Indonesia,1.0,true
41131,1.0,"",6.0,false
14718,"","",1.0,false
13838,1.0,Montserrat,10.0,false
13917,1.0,Togo,1.0,false
10110,1.0,Costa Rica,1.0,true
12949,1.0,Russian Federation,2.0,false
10819,1.0,Mexico,6.0,false
4652,1.0,"",1.0,false
23020,0.94,Russian Federation,4.0,true
442,0.97,Poland,66.0,true
442,0.97,Poland,66.0,true
442,0.97,Poland,66.0,true
22618,"","",1.0,false
45798,1.0,"",4.0,false
45678,1.0,Bouvet Island (Bouvetoya),3.0,false
37362,1.0,Niue,1.0,false
33074,1.0,Marshall Islands,1.0,false
44539,1.0,Russian Federation,1.0,false
34687,1.0,"",2.0,false
11702,"",French Guiana,1.0,true
30120,1.0,Chad,2.0,true
10074,"","",1.0,false
21579,1.0,Jersey,2.0,true
23257,"",Chad,3.0,false
3267,"",Lebanon,1.0,false
46124,1.0,Niue,1.0,false
10241,0.0,Reunion,1.0,false
25171,"","",1.0,false
26051,"",Niue,7.0,false
7302,1.0,Denmark,2.0,true
12235,"",Faroe Islands,1.0,false
10466,1.0,Papua New Guinea,2.0,false
48749,"",Togo,1.0,true
5140,1.0,Lebanon,3.0,true
26051,"",Niue,7.0,false
37652,1.0,Kiribati,3.0,true
21980,1.0,Sao Tome and Principe,5.0,true
8225,0.95,Barbados,31.0,false
43273,"",Uzbekistan,1.0,false
5313,0.9,Cook Islands,4.0,false
3176,1.0,Uzbekistan,1.0,true
44427,1.0,"",3.0,false
44205,1.0,Sao Tome and Principe,2.0,false
41395,1.0,"",3.0,false
43108,1.0,Vietnam,2.0,false
46678,"",Uzbekistan,1.0,false
45624,"","",1.0,false
48628,"","",1.0,false
46731,0.86,"",1.0,false
4446,1.0,Uganda,58.0,false
14862,"",Gibraltar,1.0,true
40023,1.0,Uganda,6.0,true
21815,"",Kenya,1.0,true
38668,1.0,Lithuania,1.0,true
31185,1.0,"",1.0,false
40493,0.0,Niue,1.0,false
37074,0.5,Switzerland,2.0,false
34442,"",Portugal,1.0,false
39892,1.0,Tonga,31.0,true
35212,1.0,Gibraltar,1.0,false
47610,1.0,Uzbekistan,10.0,false
44169,0.97,Portugal,39.0,false
10883,1.0,Niger,8.0,true
33878,1.0,Barbados,3.0,false
33336,0.75,Nicaragua,1.0,false
46006,"",Mauritania,2.0,false
6088,1.0,"",14.0,true
915,"","",1.0,false
906,1.0,Turks and Caicos Islands,2.0,false
906,1.0,Turks and Caicos Islands,2.0,false
31570,"","",1.0,false
47435,"","",2.0,false
12869,1.0,Nauru,1.0,false
40836,1.0,Togo,6.0,true
21548,0.43,Brazil,1.0,false
10488,1.0,Niger,17.0,true
3888,1.0,Isle of Man,1.0,false
39919,0.9,Guinea,3.0,true
30577,"",Turks and Caicos Islands,1.0,true
48382,1.0,Niue,3.0,true
34895,1.0,Estonia,16.0,true
38040,"","",1.0,false
38473,"",Micronesia,1.0,false
35828,"",Denmark,2.0,true
25088,0.67,Russian Federation,1.0,true
30110,"",Russian Federation,3.0,false
44920,1.0,"",1.0,false
9169,0.9,Guernsey,1.0,false
19208,1.0,Chad,1.0,true
27341,"",Uzbekistan,1.0,false
38270,1.0,Maldives,6.0,false
32676,1.0,China,34.0,false
37618,1.0,"",1.0,true
16654,"","",1.0,true
5009,"",Jersey,1.0,true
41257,1.0,Monaco,1.0,false
23681,1.0,Saint Helena,4.0,true
22721,1.0,Ecuador,109.0,false
4101,"",Croatia,1.0,false
10336,"","",1.0,true
19047,"",Cocos (Keeling) Islands,1.0,false
43071,1.0,Maldives,14.0,false
25461,0.9,Sao Tome and Principe,2.0,false
31866,1.0,Denmark,2.0,false
31248,"","",1.0,true
49279,1.0,"",2.0,false
4743,"",Lebanon,1.0,true
5891,1.0,Faroe Islands,1.0,true
23874,1.0,Denmark,1.0,false
23143,0.65,Bouvet Island (Bouvetoya),14.0,false
35228,1.0,"",1.0,false
6633,1.0,Niger,5.0,false
27028,1.0,France,1.0,true
29305,"",Micronesia,1.0,false
36145,1.0,"",1.0,false
31343,1.0,Sao Tome and Principe,3.0,false
6633,1.0,Niger,5.0,false
19538,1.0,"",1.0,true
31807,"",Lebanon,1.0,true
49683,1.0,Denmark,1.0,false
34727,1.0,Congo,1.0,false
48638,1.0,"",1.0,false
39552,0.83,Bahrain,4.0,true
37835,1.0,"",1.0,true
1422,1.0,"",1.0,false
25624,"","",1.0,false
13227,1.0,"",1.0,true
11512,0.9,Sao Tome and Principe,1.0,false
38434,0.25,"",1.0,false
25202,1.0,Cuba,3.0,false
29041,1.0,"",2.0,false
15943,1.0,Puerto Rico,2.0,false
302,1.0,Tunisia,20.0,false
30794,1.0,Barbados,5.0,true
1797,1.0,Bahrain,1.0,false
30853,1.0,Sao Tome and Principe,2.0,false
17714,"",Estonia,7.0,false
48862,1.0,Nauru,4.0,false
44890,0.95,Wallis and Futuna,9.0,true
44890,0.95,Wallis and Futuna,9.0,true
48862,1.0,Nauru,4.0,false
48862,1.0,Nauru,4.0,false
43547,"","",1.0,false
28828,1.0,Isle of Man,198.0,true
18664,1.0,Brazil,1.0,false
4258,1.0,Sao Tome and Principe,1.0,false
21908,1.0,Niue,49.0,false
47579,1.0,Uzbekistan,4.0,false
26353,"","",2.0,false
28828,1.0,Isle of Man,198.0,true
26353,"","",2.0,false
41702,1.0,Anguilla,2.0,false
47791,1.0,Greenland,1.0,false
29543,0.0,"",2.0,false
183,1.0,Micronesia,1.0,false
48152,"",Faroe Islands,1.0,false
49429,0.99,Bosnia and Herzegovina,49.0,false
44890,0.95,Wallis and Futuna,9.0,true
49429,0.99,Bosnia and Herzegovina,49.0,false
19949,"",Gambia,2.0,true
32203,1.0,Barbados,176.0,false
24735,1.0,Lebanon,1.0,false
33325,"",Greenland,4.0,false
3506,1.0,Niue,1.0,false
18808,0.92,"",5.0,false
27226,1.0,Congo,10.0,false
18299,"",Niue,1.0,false
34154,1.0,"",2.0,true
18808,0.92,"",5.0,false
18808,0.92,"",5.0,false
18808,0.92,"",5.0,false
18808,0.92,"",5.0,false
32661,"","",3.0,true
17939,"","",2.0,true
9059,"",Maldives,1.0,false
10361,1.0,"",4.0,false
21311,"","",3.0,false
48787,1.0,"",1.0,false
6022,1.0,"",4.0,true
49424,"",Faroe Islands,1.0,true
38262,1.0,"",1.0,false
37121,1.0,Greenland,1.0,false
31092,"",Senegal,19.0,false
36363,0.82,Marshall Islands,5.0,false
2706,1.0,"",1.0,false
44890,0.95,Wallis and Futuna,9.0,true
21816,"",Russian Federation,1.0,false
23967,1.0,France,2.0,false
49483,1.0,"",1.0,false
3389,1.0,Estonia,13.0,false
8066,1.0,"",1.0,true
36967,1.0,Barbados,7.0,true
30053,"","",9.0,false
48133,"",Isle of Man,45.0,false
30053,"","",9.0,false
30053,"","",9.0,false
30053,"","",9.0,false
2930,1.0,Niue,2.0,false
37650,"","",7.0,true
30053,"","",9.0,false
30053,"","",9.0,false
30053,"","",9.0,false
30053,"","",9.0,false
26193,0.88,"",3.0,false
30053,"","",9.0,false
10711,0.93,Uganda,108.0,true
22354,1.0,"",3.0,false
16248,"",Kiribati,1.0,false
13641,0.85,Mauritania,23.0,false
20334,0.99,Niger,171.0,true
20008,"",Russian Federation,1.0,false
10786,1.0,Zimbabwe,2.0,false
18031,1.0,Reunion,4.0,false
39431,"","",2.0,false
17394,0.0,Nicaragua,49.0,false
40187,1.0,"",1.0,false
12007,0.93,Lithuania,1.0,false
48815,1.0,Montserrat,1.0,false
35808,1.0,Mexico,3.0,true
7094,1.0,"",1.0,false
37929,1.0,"",1.0,false
1605,1.0,Pakistan,1.0,false
38919,1.0,"",1.0,false
10523,0.8,"",2.0,false
25783,1.0,Saint Helena,1.0,false
50080,1.0,Lithuania,3.0,false
10686,0.86,Tonga,21.0,false
50072,1.0,Marshall Islands,3.0,true
39731,"","",1.0,false
10523,0.8,"",2.0,false
8584,1.0,Costa Rica,7.0,true
8584,1.0,Costa Rica,7.0,true
29354,1.0,Russian Federation,2.0,true
26849,"",Bosnia and Herzegovina,1.0,true
46372,1.0,Northern Mariana Islands,7.0,true
32168,1.0,Uganda,2.0,false
12415,"","",1.0,true
1994,1.0,Faroe Islands,1.0,false
34081,"","",1.0,false
2993,1.0,"",1.0,false
29777,1.0,Uzbekistan,2.0,false
11594,1.0,Nicaragua,4.0,true
47579,1.0,Uzbekistan,4.0,false
49429,0.99,Bosnia and Herzegovina,49.0,false
18485,1.0,Rwanda,2.0,true
29087,1.0,"",1.0,false
21908,1.0,Niue,49.0,false
49429,0.99,Bosnia and Herzegovina,49.0,false
20989,1.0,Marshall Islands,8.0,false
24537,"",Marshall Islands,1.0,false
23055,0.91,"",2.0,false
42390,1.0,Wallis and Futuna,96.0,true
42243,1.0,Senegal,4.0,false
16256,0.0,"",1.0,false
15761,1.0,Nicaragua,1.0,false
32203,1.0,Barbados,176.0,false
35450,1.0,Gibraltar,2.0,false
6464,"","",1.0,false
3795,"","",1.0,false
27061,1.0,"",1.0,false
34029,1.0,France,1.0,false
19128,1.0,Uzbekistan,12.0,true
43183,0.98,Tonga,12.0,true
27294,1.0,"",1.0,false
8942,"","",3.0,false
8942,"","",3.0,false
8942,"","",3.0,false
33979,0.83,Reunion,4.0,false
18031,1.0,Reunion,4.0,false
47785,"",Kenya,1.0,true
488,1.0,Maldives,18.0,false
25147,0.99,Niger,48.0,false
19336,"","",2.0,false
44419,1.0,"",1.0,false
14874,1.0,Isle of Man,1.0,false
20385,"","",1.0,false
32203,1.0,Barbados,176.0,false
35849,1.0,"",1.0,false
1564,1.0,Indonesia,12.0,false
23455,0.5,"",1.0,false
14377,1.0,Vanuatu,1.0,false
37792,"",Isle of Man,1.0,false
29647,1.0,Peru,1305.0,false
29647,1.0,Peru,1305.0,false
24033,1.0,Uganda,45.0,false
29647,1.0,Peru,1305.0,false
29647,1.0,Peru,1305.0,false
29647,1.0,Peru,1305.0,false
20497,1.0,Niue,2.0,false
16497,"","",1.0,false
304,1.0,"",1.0,false
29647,1.0,Peru,1305.0,false
44953,1.0,Tunisia,2.0,false
29878,1.0,Niue,1.0,false
3358,0.9,Jersey,1.0,false
50080,1.0,Lithuania,3.0,false
21553,"","",1.0,true
42868,1.0,France,2.0,true
36241,1.0,"",1.0,false
38959,1.0,"",1.0,false
19214,1.0,Senegal,55.0,false
2571,0.6,"",1.0,false
356,0.99,Wallis and Futuna,32.0,true
21207,"","",1.0,false
9889,"",Uzbekistan,1.0,false
28935,1.0,Malta,2.0,false
39860,1.0,"",2.0,false
48584,"",Zimbabwe,2.0,true
5538,"",Lebanon,1.0,true
32394,0.33,"",1.0,false
30230,1.0,"",1.0,true
15552,"","",2.0,false
27866,1.0,Guinea,8.0,false
32527,1.0,Tonga,7.0,false
38235,0.8,Kiribati,3.0,true
38366,1.0,"",1.0,false
26872,1.0,Croatia,1.0,true
27056,1.0,Kenya,4.0,false
9067,0.44,"",1.0,false
43784,"",Zimbabwe,1.0,true
37495,"","",1.0,true
8238,0.91,Barbados,15.0,true
6894,0.8,Estonia,47.0,true
14514,"",China,80.0,true
39453,1.0,Brazil,1.0,false
37443,0.75,"",1.0,false
35965,1.0,"",1.0,true
26698,1.0,Uganda,5.0,true
49904,1.0,Senegal,1.0,false
19486,1.0,"",2.0,true
23020,0.94,Russian Federation,4.0,true
29456,"","",1.0,true
6449,1.0,Faroe Islands,1.0,false
740,1.0,Lebanon,2.0,false
9363,0.95,Ukraine,50.0,false
8301,"",Guernsey,1.0,false
18077,1.0,Sao Tome and Principe,139.0,false
611,0.86,Montserrat,7.0,false
28536,0.4,France,1.0,false
20114,1.0,Croatia,1.0,true
11672,1.0,Kiribati,6.0,true
39950,"",Tonga,2.0,false
28766,1.0,Estonia,16.0,false
39621,1.0,Mauritania,1.0,false
14514,"",China,80.0,true
25815,"",Tonga,1.0,false
14742,1.0,Faroe Islands,1.0,false
38804,1.0,"",1.0,false
8367,1.0,Nicaragua,1.0,false
47898,1.0,Greenland,2.0,false
5262,1.0,Croatia,1.0,true
16978,1.0,Saint Helena,1.0,false
37538,"",Nicaragua,1.0,false
25147,0.99,Niger,48.0,false
48133,"",Isle of Man,45.0,false
12099,1.0,Rwanda,1.0,false
4319,1.0,Uganda,6.0,false
26903,"",Kiribati,1.0,false
6121,"","",1.0,true
18484,1.0,Gambia,108.0,false
1186,1.0,Isle of Man,2.0,false
41301,1.0,Costa Rica,9.0,true
37701,0.9,Marshall Islands,1.0,true
7565,"",Kiribati,1.0,false
34042,1.0,Marshall Islands,37.0,false
48133,"",Isle of Man,45.0,false
27928,1.0,"",4.0,false
4136,0.6,"",1.0,true
4130,"",Maldives,7.0,false
11678,1.0,Uruguay,1.0,true
38045,0.97,Uzbekistan,7.0,false
23095,0.0,Canada,1.0,false
8355,0.87,Togo,16.0,false
34928,1.0,Ecuador,4.0,false
2750,"",Monaco,1.0,false
37843,1.0,Gambia,1.0,false
4328,1.0,"",1.0,false
44243,"",Kenya,1.0,false
31402,1.0,Guinea,4.0,false
10480,1.0,Comoros,22.0,false
48415,1.0,Gambia,1.0,false
40354,1.0,Niue,2.0,true
35274,"",Vietnam,1.0,false
569,"","",1.0,false
16482,0.33,"",1.0,true
10819,1.0,Mexico,6.0,false
28777,"","",1.0,true
25513,1.0,Papua New Guinea,2.0,false
2328,0.88,Kenya,2.0,true
45162,"",Maldives,20.0,false
6307,1.0,"",2.0,false
26689,0.8,Svalbard & Jan Mayen Islands,1.0,false
40222,"","",1.0,false
48994,1.0,Rwanda,1.0,false
1711,1.0,Jersey,1.0,false
14498,"",China,1.0,false
46457,0.83,Russian Federation,2.0,true
41991,1.0,Mexico,1.0,true
12593,1.0,Reunion,2.0,false
13562,0.9,Guernsey,1.0,false
48133,"",Isle of Man,45.0,false
6847,1.0,Vietnam,4.0,false
29647,1.0,Peru,1305.0,false
40383,"",Canada,1.0,false
29647,1.0,Peru,1305.0,false
29647,1.0,Peru,1305.0,false
29647,1.0,Peru,1305.0,false
40870,1.0,"",1.0,false
41869,"",Niue,4.0,true
11017,1.0,Malawi,2.0,true
3314,1.0,Slovakia (Slovak Republic),10.0,false
45133,0.77,Chile,1.0,false
17409,"",Niue,1.0,false
4007,"",Djibouti,1.0,false
410,1.0,Bouvet Island (Bouvetoya),1.0,false
36181,"",Marshall Islands,1.0,false
28953,0.56,"",2.0,false
21668,"","",1.0,false
20334,0.99,Niger,171.0,true
25147,0.99,Niger,48.0,false
14510,"",Mauritania,2.0,false
19691,"",Malta,1.0,false
16372,1.0,Saint Helena,3.0,false
17210,1.0,Maldives,2.0,false
32203,1.0,Barbados,176.0,false
6295,"",Niue,2.0,false
17795,1.0,Uzbekistan,11.0,true
9142,1.0,Cocos (Keeling) Islands,1.0,false
369,1.0,"",2.0,false
1075,1.0,"",2.0,true
4330,0.94,Ukraine,60.0,true
40508,"","",1.0,false
1165,1.0,Tonga,2.0,false
8259,1.0,"",1.0,false
24905,"",Estonia,1.0,false
9144,"","",1.0,false
40364,1.0,Tonga,25.0,false
17279,0.3,Guinea,1.0,false
23814,"",Russian Federation,26.0,false
15919,1.0,Guinea,1.0,false
23814,"",Russian Federation,26.0,false
40793,1.0,"",75.0,true
23814,"",Russian Federation,26.0,false
15693,1.0,Vietnam,6.0,false
23814,"",Russian Federation,26.0,false
19014,"",Uzbekistan,1.0,true
41908,0.7,Switzerland,3.0,false
23814,"",Russian Federation,26.0,false
930,1.0,Uganda,2.0,true
32203,1.0,Barbados,176.0,false
17960,"",United Kingdom,2.0,false
27909,"",Cocos (Keeling) Islands,1.0,false
4330,0.94,Ukraine,60.0,true
34,"",Rwanda,2.0,false
18077,1.0,Sao Tome and Principe,139.0,false
41908,0.7,Switzerland,3.0,false
48985,0.97,Guinea,8.0,false
20297,0.8,Montserrat,17.0,false
25513,1.0,Papua New Guinea,2.0,false
9382,0.5,France,1.0,false
41908,0.7,Switzerland,3.0,false
17193,"",Russian Federation,1.0,false
41511,1.0,"",1.0,false
9296,"",Nauru,1.0,false
36156,0.83,"",2.0,false
10598,1.0,"",1.0,false
33909,"",Tonga,2.0,false
40368,1.0,"",2.0,false
13873,0.5,"",2.0,true
41323,"",Gibraltar,1.0,false
27527,1.0,"",1.0,false
45268,"",Niue,1.0,true
37413,0.33,Isle of Man,1.0,false
22523,1.0,Rwanda,9.0,false
5764,1.0,"",2.0,true
10883,1.0,Niger,8.0,true
3886,1.0,Russian Federation,3.0,false
29226,1.0,Russian Federation,1.0,false
2616,1.0,"",2.0,true
1537,1.0,"",3.0,false
4330,0.94,Ukraine,60.0,true
4330,0.94,Ukraine,60.0,true
4330,0.94,Ukraine,60.0,true
11204,"","",1.0,false
20153,0.96,Reunion,51.0,false
19621,0.7,Ecuador,2.0,false
48154,"",Lebanon,2.0,false
18909,1.0,"",2.0,true
39493,"",Montserrat,5.0,false
46216,1.0,French Guiana,4.0,false
1140,"",Costa Rica,1.0,false
39493,"",Montserrat,5.0,false
24653,0.8,Rwanda,2.0,true
39493,"",Montserrat,5.0,false
41576,"","",1.0,false
32203,1.0,Barbados,176.0,false
41399,1.0,"",1.0,false
19740,"",Isle of Man,3.0,false
16406,1.0,Bouvet Island (Bouvetoya),16.0,false
47356,"",Denmark,1.0,false
7585,"","",1.0,true
15094,"","",1.0,true
42051,1.0,Nicaragua,11.0,true
35840,"",France,2.0,true
16496,0.97,Maldives,4.0,false
7894,1.0,Ukraine,10.0,false
39539,"",Sao Tome and Principe,1.0,true
18484,1.0,Gambia,108.0,false
33320,1.0,Denmark,1.0,false
16609,1.0,Switzerland,2.0,false
11915,1.0,"",2.0,false
11771,"",Tonga,1.0,true
45522,1.0,Fiji,1.0,true
18484,1.0,Gambia,108.0,false
40568,1.0,"",1.0,false
14222,1.0,"",1.0,true
18876,0.6,Netherlands,26.0,false
17832,1.0,Reunion,1.0,false
50014,"",Canada,1.0,false
8010,1.0,Tonga,2.0,false
41878,0.91,Maldives,47.0,false
18491,1.0,Sao Tome and Principe,2.0,false
4330,0.94,Ukraine,60.0,true
4330,0.94,Ukraine,60.0,true
4330,0.94,Ukraine,60.0,true
13170,"",Denmark,1.0,false
43321,1.0,France,40.0,false
43321,1.0,France,40.0,false
7172,0.5,Papua New Guinea,1.0,true
18484,1.0,Gambia,108.0,false
32203,1.0,Barbados,176.0,false
5394,"",Micronesia,1.0,false
29647,1.0,Peru,1305.0,false
29647,1.0,Peru,1305.0,false
29647,1.0,Peru,1305.0,false
29647,1.0,Peru,1305.0,false
29647,1.0,Peru,1305.0,false
29647,1.0,Peru,1305.0,false
36333,1.0,Turks and Caicos Islands,2.0,false
35314,0.96,"",3.0,false
24033,1.0,Uganda,45.0,false
31758,1.0,Brazil,1.0,false
2182,"","",1.0,false
27298,1.0,"",2.0,true
26051,"",Niue,7.0,false
48133,"",Isle of Man,45.0,false
